File,LOC,SLOC-P,SLOC-L,MVG,BLOC,C&SLOC,CLOC,CWORD,HCLOC,HCWORD
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\Selector.java,168,59,44,13,11,0,98,1213,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\main\java\org\jsoup\select\StructuralEvaluator.java,141,110,66,32,28,0,3,6,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\MultiLocaleRule.java,42,35,26,2,7,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\TextUtil.java,13,7,5,1,2,0,4,11,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\helper\DataUtilTest.java,168,136,96,3,31,0,1,4,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\helper\HttpConnectionTest.java,241,199,177,0,39,0,3,20,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\helper\StringUtilTest.java,103,85,74,1,18,0,0,0,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\helper\W3CDomTest.java,140,107,92,0,30,1,3,27,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\Benchmark.java,38,27,22,2,7,0,4,20,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\ConnectTest.java,421,331,224,1,62,5,28,190,0,0
C:\Users\SHUBHAM\Desktop\Projects\jsoup-jsoup-1.11.3\src\test\java\org\jsoup\integration\ParseTest.java,199,152,109,2,31,9,16,133,0,0
